,Attacker,Graph size,Returns,Episode lengths
724,round-robin-no-action,62,-85842.0,1194.0
725,round-robin-no-action,65,-95002.0,1092.0
726,round-robin-no-action,65,-127738.0,1168.0
727,round-robin-no-action,65,-112656.0,934.0
728,round-robin-no-action,65,-105336.0,1005.0
729,round-robin-no-action,65,-74555.0,654.0
730,round-robin-no-action,78,-47841.0,2266.0
731,round-robin-no-action,78,-159741.0,1142.0
732,round-robin-no-action,78,-129810.0,2461.0
733,round-robin-no-action,78,-136840.0,1393.0
734,round-robin-no-action,78,-102428.0,1371.0
735,round-robin,7,-22387.0,99.0
736,round-robin,7,-30.0,75.0
737,round-robin,7,-1721.0,80.0
738,round-robin,7,-598.0,123.0
739,round-robin,7,-475.0,327.0
740,round-robin,27,-30244.0,601.0
741,round-robin,27,-101233.0,213.0
742,round-robin,27,-78818.0,456.0
743,round-robin,27,-125226.0,414.0
744,round-robin,27,-113953.0,388.0
745,round-robin,44,-120035.0,1063.0
746,round-robin,44,-104707.0,869.0
747,round-robin,44,-125447.0,1306.0
748,round-robin,44,-120640.0,757.0
749,round-robin,44,-96378.0,609.0
750,round-robin,56,-110579.0,630.0
751,round-robin,56,-59337.0,678.0
752,round-robin,56,-159750.0,377.0
753,round-robin,56,-140238.0,386.0
754,round-robin,56,-98561.0,659.0
755,round-robin,62,-115234.0,603.0
756,round-robin,62,-82323.0,409.0
757,round-robin,62,-175901.0,789.0
758,round-robin,62,-124702.0,366.0
759,round-robin,62,-142833.0,678.0
760,round-robin,65,-101866.0,663.0
761,round-robin,65,-129602.0,507.0
762,round-robin,65,-107742.0,647.0
763,round-robin,65,-137556.0,681.0
764,round-robin,65,-73799.0,478.0
765,round-robin,78,-61377.0,1514.0
766,round-robin,78,-187909.0,572.0
767,round-robin,78,-190976.0,1257.0
768,round-robin,78,-113228.0,1196.0
769,round-robin,78,-140485.0,900.0
770,random-no-action,7,-22199.0,193.0
771,random-no-action,7,-23602.0,73.0
772,random-no-action,7,-4.0,422.0
773,random-no-action,7,-968.0,189.0
774,random-no-action,7,-9212.0,387.0
775,random-no-action,27,-28074.0,1035.0
776,random-no-action,27,-89147.0,522.0
777,random-no-action,27,-53956.0,704.0
778,random-no-action,27,-144594.0,2631.0
779,random-no-action,27,-104910.0,631.0
780,random-no-action,44,-115733.0,1541.0
781,random-no-action,44,-68123.0,1580.0
782,random-no-action,44,-77489.0,912.0
783,random-no-action,44,-136826.0,975.0
784,random-no-action,44,-76329.0,1598.0
785,random-no-action,56,-102246.0,1271.0
786,random-no-action,56,-107679.0,535.0
787,random-no-action,56,-103632.0,1032.0
788,random-no-action,56,-89308.0,1032.0
789,random-no-action,56,-180072.0,1573.0
790,random-no-action,62,-105890.0,1187.0
791,random-no-action,62,-135942.0,2067.0
792,random-no-action,62,-124146.0,886.0
793,random-no-action,62,-117559.0,838.0
794,random-no-action,62,-62219.0,1359.0
795,random-no-action,65,-94522.0,1122.0
796,random-no-action,65,-62276.0,1184.0
797,random-no-action,65,-130428.0,1046.0
798,random-no-action,65,-65971.0,1363.0
799,random-no-action,65,-111661.0,1252.0
800,random-no-action,78,-47697.0,2274.0
801,random-no-action,78,-125040.0,1061.0
802,random-no-action,78,-189010.0,1973.0
803,random-no-action,78,-121375.0,2495.0
804,random-no-action,78,-106885.0,1908.0
805,random,7,-22387.0,99.0
806,random,7,-30.0,75.0
807,random,7,-1721.0,80.0
808,random,7,-598.0,123.0
809,random,7,-475.0,327.0
810,random,27,-30244.0,601.0
811,random,27,-101233.0,213.0
812,random,27,-78818.0,456.0
813,random,27,-125226.0,414.0
814,random,27,-113953.0,388.0
815,random,44,-120035.0,1063.0
816,random,44,-104707.0,869.0
817,random,44,-125447.0,1306.0
818,random,44,-120640.0,757.0
819,random,44,-96378.0,609.0
820,random,56,-110579.0,630.0
821,random,56,-59337.0,678.0
822,random,56,-159750.0,377.0
823,random,56,-140238.0,386.0
824,random,56,-98561.0,659.0
825,random,62,-115234.0,603.0
826,random,62,-82323.0,409.0
827,random,62,-175901.0,789.0
828,random,62,-124702.0,366.0
829,random,62,-142833.0,678.0
830,random,65,-101866.0,663.0
831,random,65,-129602.0,507.0
832,random,65,-107742.0,647.0
833,random,65,-137556.0,681.0
834,random,65,-73799.0,478.0
835,random,78,-61377.0,1514.0
836,random,78,-187909.0,572.0
837,random,78,-190976.0,1257.0
838,random,78,-113228.0,1196.0
839,random,78,-140485.0,900.0
840,well-informed,7,-3901.0,489.0
841,well-informed,7,-10359.0,267.0
842,well-informed,7,-4477.0,98.0
843,well-informed,7,-5585.0,10.0
844,well-informed,7,-6401.0,57.0
845,well-informed,27,-52057.0,724.0
846,well-informed,27,-75397.0,626.0
847,well-informed,27,-58899.0,827.0
848,well-informed,27,-71862.0,370.0
849,well-informed,27,-62295.0,322.0
850,well-informed,44,-78247.0,517.0
851,well-informed,44,-86334.0,816.0
852,well-informed,44,-214275.0,766.0
853,well-informed,44,-41876.0,714.0
854,well-informed,44,-123419.0,788.0
855,well-informed,56,-90843.0,606.0
856,well-informed,56,-123632.0,500.0
857,well-informed,56,-145414.0,337.0
858,well-informed,56,-83813.0,486.0
859,well-informed,56,-88337.0,388.0
860,well-informed,62,-73085.0,454.0
861,well-informed,62,-150703.0,423.0
862,well-informed,62,-115702.0,882.0
863,well-informed,62,-209511.0,945.0
864,well-informed,62,-148667.0,483.0
865,well-informed,65,-150712.0,689.0
866,well-informed,65,-132819.0,766.0
867,well-informed,65,-126313.0,1026.0
868,well-informed,65,-136583.0,594.0
869,well-informed,65,-94867.0,588.0
870,well-informed,78,-141068.0,897.0
871,well-informed,78,-92492.0,1174.0
872,well-informed,78,-79474.0,607.0
873,well-informed,78,-150610.0,1004.0
874,well-informed,78,-155006.0,676.0
875,informed,7,-3901.0,489.0
876,informed,7,-10359.0,267.0
877,informed,7,-4477.0,98.0
878,informed,7,-5585.0,10.0
879,informed,7,-6401.0,57.0
880,informed,27,-52057.0,724.0
881,informed,27,-75397.0,626.0
882,informed,27,-58899.0,827.0
883,informed,27,-71862.0,370.0
884,informed,27,-62295.0,322.0
885,informed,44,-78247.0,517.0
886,informed,44,-86334.0,816.0
887,informed,44,-214275.0,766.0
888,informed,44,-41876.0,714.0
889,informed,44,-123419.0,788.0
890,informed,56,-90843.0,606.0
891,informed,56,-123632.0,500.0
892,informed,56,-145414.0,337.0
893,informed,56,-83813.0,486.0
894,informed,56,-88337.0,388.0
895,informed,62,-73085.0,454.0
896,informed,62,-150703.0,423.0
897,informed,62,-115702.0,882.0
898,informed,62,-209511.0,945.0
899,informed,62,-148667.0,483.0
900,informed,65,-150712.0,689.0
901,informed,65,-132819.0,766.0
902,informed,65,-126313.0,1026.0
903,informed,65,-136583.0,594.0
904,informed,65,-94867.0,588.0
905,informed,78,-141068.0,897.0
906,informed,78,-92492.0,1174.0
907,informed,78,-79474.0,607.0
908,informed,78,-150610.0,1004.0
909,informed,78,-155006.0,676.0
910,round-robin-no-action,7,-2933.0,973.0
911,round-robin-no-action,7,-20281.0,681.0
912,round-robin-no-action,7,-3941.0,183.0
913,round-robin-no-action,7,173.0,277.0
914,round-robin-no-action,7,-129.0,911.0
915,round-robin-no-action,27,-48962.0,1343.0
916,round-robin-no-action,27,-70685.0,739.0
917,round-robin-no-action,27,-73681.0,729.0
918,round-robin-no-action,27,-52766.0,918.0
919,round-robin-no-action,27,-106157.0,757.0
920,round-robin-no-action,44,-75889.0,779.0
921,round-robin-no-action,44,-75983.0,1065.0
922,round-robin-no-action,44,-106133.0,2150.0
923,round-robin-no-action,44,-110230.0,1008.0
924,round-robin-no-action,44,-121556.0,1478.0
925,round-robin-no-action,56,-83446.0,1175.0
926,round-robin-no-action,56,-109173.0,1207.0
927,round-robin-no-action,56,-226287.0,1086.0
928,round-robin-no-action,56,-180532.0,737.0
929,round-robin-no-action,56,-142637.0,1257.0
930,round-robin-no-action,62,-66477.0,867.0
931,round-robin-no-action,62,-210604.0,1390.0
932,round-robin-no-action,62,-130013.0,1246.0
933,round-robin-no-action,62,-114317.0,999.0
934,round-robin-no-action,62,-164910.0,1677.0
935,round-robin-no-action,65,-143096.0,1165.0
936,round-robin-no-action,65,-209453.0,677.0
937,round-robin-no-action,65,-123030.0,1157.0
938,round-robin-no-action,65,-82380.0,1131.0
939,round-robin-no-action,65,-153240.0,787.0
940,round-robin-no-action,78,-133328.0,1327.0
941,round-robin-no-action,78,-145219.0,1485.0
942,round-robin-no-action,78,-88174.0,1904.0
943,round-robin-no-action,78,-126154.0,988.0
944,round-robin-no-action,78,-254559.0,1729.0
945,round-robin,7,-3901.0,489.0
946,round-robin,7,-10359.0,267.0
947,round-robin,7,-4477.0,98.0
948,round-robin,7,-5585.0,10.0
949,round-robin,7,-6401.0,57.0
950,round-robin,27,-52057.0,724.0
951,round-robin,27,-75397.0,626.0
952,round-robin,27,-58899.0,827.0
953,round-robin,27,-71862.0,370.0
954,round-robin,27,-62295.0,322.0
955,round-robin,44,-78247.0,517.0
956,round-robin,44,-86334.0,816.0
957,round-robin,44,-214275.0,766.0
958,round-robin,44,-41876.0,714.0
959,round-robin,44,-123419.0,788.0
960,round-robin,56,-90843.0,606.0
961,round-robin,56,-123632.0,500.0
962,round-robin,56,-145414.0,337.0
963,round-robin,56,-83813.0,486.0
964,round-robin,56,-88337.0,388.0
965,round-robin,62,-73085.0,454.0
966,round-robin,62,-150703.0,423.0
967,round-robin,62,-115702.0,882.0
968,round-robin,62,-209511.0,945.0
969,round-robin,62,-148667.0,483.0
970,round-robin,65,-150712.0,689.0
971,round-robin,65,-132819.0,766.0
972,round-robin,65,-126313.0,1026.0
973,round-robin,65,-136583.0,594.0
974,round-robin,65,-94867.0,588.0
975,round-robin,78,-141068.0,897.0
976,round-robin,78,-92492.0,1174.0
977,round-robin,78,-79474.0,607.0
978,round-robin,78,-150610.0,1004.0
979,round-robin,78,-155006.0,676.0
980,random-no-action,7,-2903.0,988.0
981,random-no-action,7,-2975.0,116.0
982,random-no-action,7,-5834.0,96.0
983,random-no-action,7,-4195.0,299.0
984,random-no-action,7,-9357.0,565.0
985,random-no-action,27,-48722.0,1391.0
986,random-no-action,27,-57768.0,721.0
987,random-no-action,27,-50718.0,976.0
988,random-no-action,27,-25686.0,1023.0
989,random-no-action,27,-35276.0,577.0
990,random-no-action,44,-76024.0,764.0
991,random-no-action,44,-106911.0,1099.0
992,random-no-action,44,-59624.0,2246.0
993,random-no-action,44,-86520.0,2075.0
994,random-no-action,44,-92808.0,847.0
995,random-no-action,56,-82809.0,1224.0
996,random-no-action,56,-99259.0,1074.0
997,random-no-action,56,-139762.0,668.0
998,random-no-action,56,-98036.0,1231.0
999,random-no-action,56,-55913.0,1110.0
1000,random-no-action,62,-65949.0,900.0
1001,random-no-action,62,-102622.0,914.0
1002,random-no-action,62,-145332.0,860.0
1003,random-no-action,62,-79422.0,1233.0
1004,random-no-action,62,-128050.0,1152.0
1005,random-no-action,65,-142328.0,1213.0
1006,random-no-action,65,-153972.0,1220.0
1007,random-no-action,65,-108088.0,852.0
1008,random-no-action,65,-147687.0,772.0
1009,random-no-action,65,-122601.0,1058.0
1010,random-no-action,78,-131546.0,1426.0
1011,random-no-action,78,-191562.0,1494.0
1012,random-no-action,78,-122936.0,1353.0
1013,random-no-action,78,-208086.0,2051.0
1014,random-no-action,78,-147951.0,1480.0
1015,random,7,-3901.0,489.0
1016,random,7,-10359.0,267.0
1017,random,7,-4477.0,98.0
1018,random,7,-5585.0,10.0
1019,random,7,-6401.0,57.0
1020,random,27,-52057.0,724.0
1021,random,27,-75397.0,626.0
1022,random,27,-58899.0,827.0
1023,random,27,-71862.0,370.0
1024,random,27,-62295.0,322.0
1025,random,44,-78247.0,517.0
1026,random,44,-86334.0,816.0
1027,random,44,-214275.0,766.0
1028,random,44,-41876.0,714.0
1029,random,44,-123419.0,788.0
1030,random,56,-90843.0,606.0
1031,random,56,-123632.0,500.0
1032,random,56,-145414.0,337.0
1033,random,56,-83813.0,486.0
1034,random,56,-88337.0,388.0
1035,random,62,-73085.0,454.0
1036,random,62,-150703.0,423.0
1037,random,62,-115702.0,882.0
1038,random,62,-209511.0,945.0
1039,random,62,-148667.0,483.0
1040,random,65,-150712.0,689.0
1041,random,65,-132819.0,766.0
1042,random,65,-126313.0,1026.0
1043,random,65,-136583.0,594.0
1044,random,65,-94867.0,588.0
1045,random,78,-141068.0,897.0
1046,random,78,-92492.0,1174.0
1047,random,78,-79474.0,607.0
1048,random,78,-150610.0,1004.0
1049,random,78,-155006.0,676.0
1050,well-informed,7,-578.0,47.0
1051,well-informed,7,-10308.0,113.0
1052,well-informed,7,-10547.0,22.0
1053,well-informed,7,-14119.0,32.0
1054,well-informed,7,-4784.0,248.0
1055,well-informed,27,-39205.0,301.0
1056,well-informed,27,-96988.0,621.0
1057,well-informed,27,-52476.0,342.0
1058,well-informed,27,-24188.0,357.0
1059,well-informed,27,-88884.0,614.0
1060,well-informed,44,-94781.0,756.0
1061,well-informed,44,-113670.0,1052.0
1062,well-informed,44,-56289.0,720.0
1063,well-informed,44,-129567.0,958.0
1064,well-informed,44,-85157.0,1054.0
1065,well-informed,56,-96394.0,296.0
1066,well-informed,56,-93615.0,535.0
1067,well-informed,56,-145537.0,666.0
1068,well-informed,56,-129528.0,306.0
1069,well-informed,56,-56718.0,379.0
1070,well-informed,62,-115001.0,391.0
1071,well-informed,62,-104417.0,350.0
1072,well-informed,62,-132588.0,587.0
1073,well-informed,62,-98066.0,926.0
1074,well-informed,62,-125890.0,641.0
1075,well-informed,65,-167855.0,624.0
1076,well-informed,65,-100725.0,443.0
1077,well-informed,65,-125771.0,629.0
1078,well-informed,65,-144864.0,633.0
1079,well-informed,65,-125080.0,483.0
1080,well-informed,78,-88492.0,793.0
1081,well-informed,78,-192139.0,876.0
1082,well-informed,78,-210408.0,824.0
1083,well-informed,78,-263377.0,655.0
1084,well-informed,78,-151622.0,1019.0
1085,informed,7,-578.0,47.0
1086,informed,7,-10308.0,113.0
1087,informed,7,-10547.0,22.0
1088,informed,7,-14119.0,32.0
1089,informed,7,-4784.0,248.0
1090,informed,27,-39205.0,301.0
1091,informed,27,-96988.0,621.0
1092,informed,27,-52476.0,342.0
1093,informed,27,-24188.0,357.0
1094,informed,27,-88884.0,614.0
1095,informed,44,-94781.0,756.0
1096,informed,44,-113670.0,1052.0
1097,informed,44,-56289.0,720.0
1098,informed,44,-129567.0,958.0
1099,informed,44,-85157.0,1054.0
1100,informed,56,-96394.0,296.0
1101,informed,56,-93615.0,535.0
1102,informed,56,-145537.0,666.0
1103,informed,56,-129528.0,306.0
1104,informed,56,-56718.0,379.0
1105,informed,62,-115001.0,391.0
1106,informed,62,-104417.0,350.0
1107,informed,62,-132588.0,587.0
1108,informed,62,-98066.0,926.0
1109,informed,62,-125890.0,641.0
1110,informed,65,-167855.0,624.0
1111,informed,65,-100725.0,443.0
1112,informed,65,-125771.0,629.0
1113,informed,65,-144864.0,633.0
1114,informed,65,-125080.0,483.0
1115,informed,78,-88492.0,793.0
1116,informed,78,-192139.0,876.0
1117,informed,78,-210408.0,824.0
1118,informed,78,-263377.0,655.0
1119,informed,78,-151622.0,1019.0
1120,round-robin-no-action,7,-494.0,89.0
1121,round-robin-no-action,7,-2137.0,41.0
1122,round-robin-no-action,7,-7554.0,861.0
1123,round-robin-no-action,7,-18192.0,121.0
1124,round-robin-no-action,7,-22586.0,35.0
1125,round-robin-no-action,27,-38205.0,501.0
1126,round-robin-no-action,27,-80132.0,724.0
1127,round-robin-no-action,27,-58138.0,1689.0
1128,round-robin-no-action,27,-73592.0,822.0
1129,round-robin-no-action,27,-94006.0,492.0
1130,round-robin-no-action,44,-92387.0,1022.0
1131,round-robin-no-action,44,-59568.0,1775.0
1132,round-robin-no-action,44,-107626.0,1536.0
1133,round-robin-no-action,44,-94391.0,1155.0
1134,round-robin-no-action,44,-141878.0,930.0
1135,round-robin-no-action,56,-93040.0,554.0
1136,round-robin-no-action,56,-126057.0,1149.0
1137,round-robin-no-action,56,-67907.0,1237.0
1138,round-robin-no-action,56,-91441.0,561.0
1139,round-robin-no-action,56,-209401.0,1169.0
1140,round-robin-no-action,62,-109353.0,744.0
1141,round-robin-no-action,62,-166067.0,1356.0
1142,round-robin-no-action,62,-80889.0,1086.0
1143,round-robin-no-action,62,-127636.0,1580.0
1144,round-robin-no-action,62,-142934.0,956.0
1145,round-robin-no-action,65,-159855.0,1124.0
1146,round-robin-no-action,65,-124802.0,1236.0
1147,round-robin-no-action,65,-113691.0,1063.0
1148,round-robin-no-action,65,-133179.0,560.0
1149,round-robin-no-action,65,-107826.0,1323.0
1150,round-robin-no-action,78,-82804.0,1109.0
1151,round-robin-no-action,78,-126692.0,1556.0
1152,round-robin-no-action,78,-142562.0,1436.0
1153,round-robin-no-action,78,-143570.0,1208.0
1154,round-robin-no-action,78,-133191.0,1473.0
1155,round-robin,7,-578.0,47.0
1156,round-robin,7,-10308.0,113.0
1157,round-robin,7,-10547.0,22.0
1158,round-robin,7,-14119.0,32.0
1159,round-robin,7,-4784.0,248.0
1160,round-robin,27,-39205.0,301.0
1161,round-robin,27,-96988.0,621.0
1162,round-robin,27,-52476.0,342.0
1163,round-robin,27,-24188.0,357.0
1164,round-robin,27,-88884.0,614.0
1165,round-robin,44,-94781.0,756.0
1166,round-robin,44,-113670.0,1052.0
1167,round-robin,44,-56289.0,720.0
1168,round-robin,44,-129567.0,958.0
1169,round-robin,44,-85157.0,1054.0
1170,round-robin,56,-96394.0,296.0
1171,round-robin,56,-93615.0,535.0
1172,round-robin,56,-145537.0,666.0
1173,round-robin,56,-129528.0,306.0
1174,round-robin,56,-56718.0,379.0
1175,round-robin,62,-115001.0,391.0
1176,round-robin,62,-104417.0,350.0
1177,round-robin,62,-132588.0,587.0
1178,round-robin,62,-98066.0,926.0
1179,round-robin,62,-125890.0,641.0
1180,round-robin,65,-167855.0,624.0
1181,round-robin,65,-100725.0,443.0
1182,round-robin,65,-125771.0,629.0
1183,round-robin,65,-144864.0,633.0
1184,round-robin,65,-125080.0,483.0
1185,round-robin,78,-88492.0,793.0
1186,round-robin,78,-192139.0,876.0
1187,round-robin,78,-210408.0,824.0
1188,round-robin,78,-263377.0,655.0
1189,round-robin,78,-151622.0,1019.0
1190,random-no-action,7,-472.0,100.0
1191,random-no-action,7,-5356.0,406.0
1192,random-no-action,7,-1746.0,58.0
1193,random-no-action,7,-5270.0,168.0
1194,random-no-action,7,-27071.0,412.0
1195,random-no-action,27,-38290.0,484.0
1196,random-no-action,27,-59977.0,541.0
1197,random-no-action,27,-105265.0,1128.0
1198,random-no-action,27,-43574.0,1183.0
1199,random-no-action,27,-51467.0,636.0
1200,random-no-action,44,-91775.0,1090.0
1201,random-no-action,44,-64588.0,936.0
1202,random-no-action,44,-160388.0,1383.0
1203,random-no-action,44,-41697.0,1946.0
1204,random-no-action,44,-126366.0,1661.0
1205,random-no-action,56,-92117.0,625.0
1206,random-no-action,56,-78986.0,1043.0
1207,random-no-action,56,-214442.0,535.0
1208,random-no-action,56,-71802.0,1302.0
1209,random-no-action,56,-102851.0,1267.0
1210,random-no-action,62,-107929.0,833.0
1211,random-no-action,62,-76202.0,800.0
1212,random-no-action,62,-89925.0,1057.0
1213,random-no-action,62,-125241.0,845.0
1214,random-no-action,62,-126539.0,815.0
1215,random-no-action,65,-158063.0,1236.0
1216,random-no-action,65,-95713.0,626.0
1217,random-no-action,65,-78166.0,935.0
1218,random-no-action,65,-142118.0,2287.0
1219,random-no-action,65,-101107.0,758.0
1220,random-no-action,78,-81580.0,1177.0
1221,random-no-action,78,-136618.0,1430.0
1222,random-no-action,78,-162861.0,820.0
1223,random-no-action,78,-139984.0,1603.0
1224,random-no-action,78,-121257.0,1547.0
1225,random,7,-578.0,47.0
1226,random,7,-10308.0,113.0
1227,random,7,-10547.0,22.0
1228,random,7,-14119.0,32.0
1229,random,7,-4784.0,248.0
1230,random,27,-39205.0,301.0
1231,random,27,-96988.0,621.0
1232,random,27,-52476.0,342.0
1233,random,27,-24188.0,357.0
1234,random,27,-88884.0,614.0
1235,random,44,-94781.0,756.0
1236,random,44,-113670.0,1052.0
1237,random,44,-56289.0,720.0
1238,random,44,-129567.0,958.0
1239,random,44,-85157.0,1054.0
1240,random,56,-96394.0,296.0
1241,random,56,-93615.0,535.0
1242,random,56,-145537.0,666.0
1243,random,56,-129528.0,306.0
1244,random,56,-56718.0,379.0
1245,random,62,-115001.0,391.0
1246,random,62,-104417.0,350.0
1247,random,62,-132588.0,587.0
1248,random,62,-98066.0,926.0
1249,random,62,-125890.0,641.0
1250,random,65,-167855.0,624.0
1251,random,65,-100725.0,443.0
1252,random,65,-125771.0,629.0
1253,random,65,-144864.0,633.0
1254,random,65,-125080.0,483.0
1255,random,78,-88492.0,793.0
1256,random,78,-192139.0,876.0
1257,random,78,-210408.0,824.0
1258,random,78,-263377.0,655.0
1259,random,78,-151622.0,1019.0
1260,well-informed,7,-5508.0,16.0
1261,well-informed,7,-1929.0,110.0
1262,well-informed,7,-1026.0,29.0
1263,well-informed,7,-4516.0,47.0
1264,well-informed,7,-13904.0,66.0
1265,well-informed,27,-56548.0,409.0
1266,well-informed,27,-55001.0,738.0
1267,well-informed,27,-117314.0,186.0
1268,well-informed,27,-95947.0,804.0
1269,well-informed,27,-66919.0,895.0
1270,well-informed,44,-97812.0,1273.0
1271,well-informed,44,-47038.0,854.0
1272,well-informed,44,-168678.0,1266.0
1273,well-informed,44,-71045.0,819.0
1274,well-informed,44,-66717.0,1543.0
1275,well-informed,56,-177630.0,465.0
1276,well-informed,56,-109914.0,377.0
1277,well-informed,56,-149726.0,404.0
1278,well-informed,56,-86900.0,416.0
1279,well-informed,56,-62752.0,984.0
1280,well-informed,62,-155652.0,675.0
1281,well-informed,62,-141922.0,755.0
1282,well-informed,62,-120893.0,451.0
1283,well-informed,62,-175980.0,365.0
1284,well-informed,62,-177359.0,384.0
1285,well-informed,65,-143406.0,839.0
1286,well-informed,65,-163964.0,948.0
1287,well-informed,65,-100003.0,767.0
1288,well-informed,65,-106525.0,484.0
1289,well-informed,65,-179654.0,515.0
1290,well-informed,78,-193733.0,1241.0
1291,well-informed,78,-177732.0,903.0
1292,well-informed,78,-82416.0,1033.0
1293,well-informed,78,-217823.0,1356.0
1294,well-informed,78,-90315.0,1603.0
1295,informed,7,-5508.0,16.0
1296,informed,7,-1929.0,110.0
1297,informed,7,-1026.0,29.0
1298,informed,7,-4516.0,47.0
1299,informed,7,-13904.0,66.0
1300,informed,27,-56548.0,409.0
1301,informed,27,-55001.0,738.0
1302,informed,27,-117314.0,186.0
1303,informed,27,-95947.0,804.0
1304,informed,27,-66919.0,895.0
1305,informed,44,-97812.0,1273.0
1306,informed,44,-47038.0,854.0
1307,informed,44,-168678.0,1266.0
1308,informed,44,-71045.0,819.0
1309,informed,44,-66717.0,1543.0
1310,informed,56,-177630.0,465.0
1311,informed,56,-109914.0,377.0
1312,informed,56,-149726.0,404.0
1313,informed,56,-86900.0,416.0
1314,informed,56,-62752.0,984.0
1315,informed,62,-155652.0,675.0
1316,informed,62,-141922.0,755.0
1317,informed,62,-120893.0,451.0
1318,informed,62,-175980.0,365.0
1319,informed,62,-177359.0,384.0
1320,informed,65,-143406.0,839.0
1321,informed,65,-163964.0,948.0
1322,informed,65,-100003.0,767.0
1323,informed,65,-106525.0,484.0
1324,informed,65,-179654.0,515.0
1325,informed,78,-193733.0,1241.0
1326,informed,78,-177732.0,903.0
1327,informed,78,-82416.0,1033.0
1328,informed,78,-217823.0,1356.0
1329,informed,78,-90315.0,1603.0
1330,round-robin-no-action,7,-5486.0,27.0
1331,round-robin-no-action,7,-1041.0,95.0
1332,round-robin-no-action,7,-908.0,85.0
1333,round-robin-no-action,7,-2946.0,307.0
1334,round-robin-no-action,7,-1979.0,119.0
1335,round-robin-no-action,27,-55323.0,654.0
1336,round-robin-no-action,27,-45486.0,1264.0
1337,round-robin-no-action,27,-93061.0,947.0
1338,round-robin-no-action,27,-66130.0,1179.0
1339,round-robin-no-action,27,-72135.0,289.0
1340,round-robin-no-action,44,-89424.0,2205.0
1341,round-robin-no-action,44,-76851.0,2244.0
1342,round-robin-no-action,44,-102096.0,2057.0
1343,round-robin-no-action,44,-123613.0,1060.0
1344,round-robin-no-action,44,-83705.0,2278.0
1345,round-robin-no-action,56,-172105.0,890.0
1346,round-robin-no-action,56,-95118.0,1013.0
1347,round-robin-no-action,56,-143249.0,1486.0
1348,round-robin-no-action,56,-69670.0,1201.0
1349,round-robin-no-action,56,-92831.0,1010.0
1350,round-robin-no-action,62,-145540.0,1307.0
1351,round-robin-no-action,62,-135188.0,726.0
1352,round-robin-no-action,62,-47253.0,1572.0
1353,round-robin-no-action,62,-101544.0,1019.0
1354,round-robin-no-action,62,-129560.0,1152.0
1355,round-robin-no-action,65,-135502.0,1333.0
1356,round-robin-no-action,65,-150112.0,1452.0
1357,round-robin-no-action,65,-144497.0,759.0
1358,round-robin-no-action,65,-140279.0,1080.0
1359,round-robin-no-action,65,-102112.0,1170.0
1360,round-robin-no-action,78,-184967.0,1728.0
1361,round-robin-no-action,78,-186311.0,1287.0
1362,round-robin-no-action,78,-194173.0,861.0
1363,round-robin-no-action,78,-139796.0,1311.0
1364,round-robin-no-action,78,-86012.0,1706.0
1365,round-robin,7,-5508.0,16.0
1366,round-robin,7,-1929.0,110.0
1367,round-robin,7,-1026.0,29.0
1368,round-robin,7,-4516.0,47.0
1369,round-robin,7,-13904.0,66.0
1370,round-robin,27,-56548.0,409.0
1371,round-robin,27,-55001.0,738.0
1372,round-robin,27,-117314.0,186.0
1373,round-robin,27,-95947.0,804.0
1374,round-robin,27,-66919.0,895.0
1375,round-robin,44,-97812.0,1273.0
1376,round-robin,44,-47038.0,854.0
1377,round-robin,44,-168678.0,1266.0
1378,round-robin,44,-71045.0,819.0
1379,round-robin,44,-66717.0,1543.0
1380,round-robin,56,-177630.0,465.0
1381,round-robin,56,-109914.0,377.0
1382,round-robin,56,-149726.0,404.0
1383,round-robin,56,-86900.0,416.0
1384,round-robin,56,-62752.0,984.0
1385,round-robin,62,-155652.0,675.0
1386,round-robin,62,-141922.0,755.0
1387,round-robin,62,-120893.0,451.0
1388,round-robin,62,-175980.0,365.0
1389,round-robin,62,-177359.0,384.0
1390,round-robin,65,-143406.0,839.0
1391,round-robin,65,-163964.0,948.0
1392,round-robin,65,-100003.0,767.0
1393,round-robin,65,-106525.0,484.0
1394,round-robin,65,-179654.0,515.0
1395,round-robin,78,-193733.0,1241.0
1396,round-robin,78,-177732.0,903.0
1397,round-robin,78,-82416.0,1033.0
1398,round-robin,78,-217823.0,1356.0
1399,round-robin,78,-90315.0,1603.0
1400,random-no-action,7,-5488.0,26.0
1401,random-no-action,7,349.0,339.0
1402,random-no-action,7,-13855.0,354.0
1403,random-no-action,7,66.0,35.0
1404,random-no-action,7,-16139.0,115.0
1405,random-no-action,27,-55358.0,647.0
1406,random-no-action,27,-114605.0,437.0
1407,random-no-action,27,-77143.0,1330.0
1408,random-no-action,27,-73915.0,1078.0
1409,random-no-action,27,-48911.0,789.0
1410,random-no-action,44,-89208.0,2229.0
1411,random-no-action,44,-95730.0,1194.0
1412,random-no-action,44,-86170.0,645.0
1413,random-no-action,44,-55568.0,1633.0
1414,random-no-action,44,-69530.0,917.0
1415,random-no-action,56,-172469.0,862.0
1416,random-no-action,56,-124610.0,803.0
1417,random-no-action,56,-121444.0,920.0
1418,random-no-action,56,-231932.0,672.0
1419,random-no-action,56,-119839.0,729.0
1420,random-no-action,62,-146068.0,1274.0
1421,random-no-action,62,-117522.0,920.0
1422,random-no-action,62,-92170.0,1185.0
1423,random-no-action,62,-170876.0,806.0
