,Attacker,Graph size,Returns,Episode lengths
100,round-robin-no-action,78,-173580.0,1059.0
101,round-robin-no-action,78,-171603.0,1314.0
102,round-robin-no-action,78,-125736.0,1086.0
103,round-robin-no-action,78,-144297.0,2665.0
104,round-robin-no-action,78,-54755.0,1916.0
105,round-robin,7,5.0,203.0
106,round-robin,7,-7559.0,16.0
107,round-robin,7,-18766.0,251.0
108,round-robin,7,-55223.0,115.0
109,round-robin,7,-4852.0,8.0
110,round-robin,27,-49113.0,486.0
111,round-robin,27,-58865.0,498.0
112,round-robin,27,-39394.0,389.0
113,round-robin,27,-52429.0,635.0
114,round-robin,27,-71409.0,519.0
115,round-robin,44,-85531.0,691.0
116,round-robin,44,-118847.0,1126.0
117,round-robin,44,-55060.0,1081.0
118,round-robin,44,-155302.0,862.0
119,round-robin,44,-81842.0,478.0
120,round-robin,56,-70079.0,412.0
121,round-robin,56,-108616.0,421.0
122,round-robin,56,-124608.0,350.0
123,round-robin,56,-111526.0,436.0
124,round-robin,56,-111216.0,356.0
125,round-robin,62,-61382.0,574.0
126,round-robin,62,-84570.0,607.0
127,round-robin,62,-70449.0,593.0
128,round-robin,62,-165120.0,562.0
129,round-robin,62,-145965.0,749.0
130,round-robin,65,-111880.0,436.0
131,round-robin,65,-127947.0,1003.0
132,round-robin,65,-66058.0,911.0
133,round-robin,65,-117925.0,444.0
134,round-robin,65,-135306.0,561.0
135,round-robin,78,-180150.0,694.0
136,round-robin,78,-162837.0,752.0
137,round-robin,78,-135524.0,1202.0
138,round-robin,78,-205091.0,908.0
139,round-robin,78,-111538.0,1590.0
140,random-no-action,7,431.0,416.0
141,random-no-action,7,-8599.0,21.0
142,random-no-action,7,-9442.0,133.0
143,random-no-action,7,-24646.0,635.0
144,random-no-action,7,-7444.0,301.0
145,random-no-action,27,-46808.0,947.0
146,random-no-action,27,-52297.0,836.0
147,random-no-action,27,-65404.0,869.0
148,random-no-action,27,-41512.0,1408.0
149,random-no-action,27,-117826.0,336.0
150,random-no-action,44,-81967.0,1087.0
151,random-no-action,44,-117980.0,813.0
152,random-no-action,44,-106676.0,1478.0
153,random-no-action,44,-40314.0,1708.0
154,random-no-action,44,-96785.0,1124.0
155,random-no-action,56,-64138.0,869.0
156,random-no-action,56,-143188.0,995.0
157,random-no-action,56,-122667.0,916.0
158,random-no-action,56,-158373.0,1367.0
159,random-no-action,56,-165240.0,486.0
160,random-no-action,62,-50486.0,1255.0
161,random-no-action,62,-213355.0,1358.0
162,random-no-action,62,-163092.0,877.0
163,random-no-action,62,-150893.0,618.0
164,random-no-action,62,-65026.0,705.0
165,random-no-action,65,-104072.0,924.0
166,random-no-action,65,-155206.0,877.0
167,random-no-action,65,-149621.0,1382.0
168,random-no-action,65,-158000.0,919.0
169,random-no-action,65,-108212.0,1180.0
170,random-no-action,78,-172158.0,1138.0
171,random-no-action,78,-112482.0,1580.0
172,random-no-action,78,-194871.0,1801.0
173,random-no-action,78,-78012.0,2739.0
174,random-no-action,78,-77207.0,1692.0
175,random,7,5.0,203.0
176,random,7,-7559.0,16.0
177,random,7,-18766.0,251.0
178,random,7,-55223.0,115.0
179,random,7,-4852.0,8.0
180,random,27,-49113.0,486.0
181,random,27,-58865.0,498.0
182,random,27,-39394.0,389.0
183,random,27,-52429.0,635.0
184,random,27,-71409.0,519.0
185,random,44,-85531.0,691.0
186,random,44,-118847.0,1126.0
187,random,44,-55060.0,1081.0
188,random,44,-155302.0,862.0
189,random,44,-81842.0,478.0
190,random,56,-70079.0,412.0
191,random,56,-108616.0,421.0
192,random,56,-124608.0,350.0
193,random,56,-111526.0,436.0
194,random,56,-111216.0,356.0
195,random,62,-61382.0,574.0
196,random,62,-84570.0,607.0
197,random,62,-70449.0,593.0
198,random,62,-165120.0,562.0
199,random,62,-145965.0,749.0
200,random,65,-111880.0,436.0
201,random,65,-127947.0,1003.0
202,random,65,-66058.0,911.0
203,random,65,-117925.0,444.0
204,random,65,-135306.0,561.0
205,random,78,-180150.0,694.0
206,random,78,-162837.0,752.0
207,random,78,-135524.0,1202.0
208,random,78,-205091.0,908.0
209,random,78,-111538.0,1590.0
210,well-informed,7,-975.0,76.0
211,well-informed,7,-10829.0,55.0
212,well-informed,7,-6185.0,226.0
213,well-informed,7,-2200.0,127.0
214,well-informed,7,-17769.0,420.0
215,well-informed,27,-65112.0,434.0
216,well-informed,27,-15551.0,832.0
217,well-informed,27,-49482.0,308.0
218,well-informed,27,-73633.0,651.0
219,well-informed,27,-36307.0,477.0
220,well-informed,44,-169192.0,613.0
221,well-informed,44,-119267.0,649.0
222,well-informed,44,-123496.0,727.0
223,well-informed,44,-68415.0,1065.0
224,well-informed,44,-67753.0,1230.0
225,well-informed,56,-162881.0,457.0
226,well-informed,56,-98836.0,307.0
227,well-informed,56,-159664.0,606.0
228,well-informed,56,-83140.0,432.0
229,well-informed,56,-118011.0,543.0
230,well-informed,62,-92724.0,532.0
231,well-informed,62,-154762.0,779.0
232,well-informed,62,-112833.0,803.0
233,well-informed,62,-157510.0,409.0
234,well-informed,62,-92618.0,630.0
235,well-informed,65,-170076.0,660.0
236,well-informed,65,-158037.0,660.0
237,well-informed,65,-99183.0,755.0
238,well-informed,65,-84838.0,578.0
239,well-informed,65,-172887.0,407.0
240,informed,7,-975.0,76.0
241,informed,7,-10829.0,55.0
242,informed,7,-6185.0,226.0
243,informed,7,-2200.0,127.0
244,informed,7,-17769.0,420.0
245,informed,27,-65112.0,434.0
246,informed,27,-15551.0,832.0
247,informed,27,-49482.0,308.0
248,informed,27,-73633.0,651.0
249,informed,27,-36307.0,477.0
250,informed,44,-169192.0,613.0
251,informed,44,-119267.0,649.0
252,informed,44,-123496.0,727.0
253,informed,44,-68415.0,1065.0
254,informed,44,-67753.0,1230.0
255,informed,56,-162881.0,457.0
256,informed,56,-98836.0,307.0
257,informed,56,-159664.0,606.0
258,informed,56,-83140.0,432.0
259,informed,56,-118011.0,543.0
260,informed,62,-92724.0,532.0
261,informed,62,-154762.0,779.0
262,informed,62,-112833.0,803.0
263,informed,62,-157510.0,409.0
264,informed,62,-92618.0,630.0
265,informed,65,-170076.0,660.0
266,informed,65,-158037.0,660.0
267,informed,65,-99183.0,755.0
268,informed,65,-84838.0,578.0
269,informed,65,-172887.0,407.0
270,informed,78,-199695.0,877.0
271,informed,78,-144798.0,1172.0
272,informed,78,-224869.0,605.0
273,informed,78,-209469.0,740.0
274,informed,78,-128788.0,1202.0
275,round-robin-no-action,7,-833.0,147.0
276,round-robin-no-action,7,-3796.0,145.0
277,round-robin-no-action,7,-24616.0,239.0
278,round-robin-no-action,7,-955.0,15.0
279,round-robin-no-action,7,-5190.0,171.0
280,round-robin-no-action,27,-64152.0,626.0
281,round-robin-no-action,27,-40466.0,1365.0
282,round-robin-no-action,27,-108300.0,648.0
283,round-robin-no-action,27,-34965.0,479.0
284,round-robin-no-action,27,-44469.0,338.0
285,round-robin-no-action,44,-165934.0,975.0
286,round-robin-no-action,44,-34480.0,1943.0
287,round-robin-no-action,44,-77472.0,1974.0
288,round-robin-no-action,44,-50146.0,1501.0
289,round-robin-no-action,44,-69198.0,1118.0
290,round-robin-no-action,56,-157616.0,862.0
291,round-robin-no-action,56,-106799.0,1529.0
292,round-robin-no-action,56,-74868.0,1096.0
293,round-robin-no-action,56,-56416.0,1199.0
294,round-robin-no-action,56,-143572.0,1218.0
295,round-robin-no-action,62,-84820.0,1026.0
296,round-robin-no-action,62,-68885.0,839.0
297,round-robin-no-action,62,-149621.0,859.0
298,round-robin-no-action,62,-189423.0,732.0
299,round-robin-no-action,62,-101911.0,629.0
300,round-robin-no-action,65,-162556.0,1130.0
301,round-robin-no-action,65,-86212.0,1985.0
302,round-robin-no-action,65,-116361.0,1260.0
303,round-robin-no-action,65,-108594.0,1084.0
304,round-robin-no-action,65,-88497.0,1026.0
305,round-robin-no-action,78,-193845.0,1202.0
306,round-robin-no-action,78,-223792.0,1830.0
307,round-robin-no-action,78,-135995.0,1001.0
308,round-robin-no-action,78,-90603.0,2454.0
309,round-robin-no-action,78,-229890.0,1120.0
310,round-robin,7,-975.0,76.0
311,round-robin,7,-10829.0,55.0
312,round-robin,7,-6185.0,226.0
313,round-robin,7,-2200.0,127.0
314,round-robin,7,-17769.0,420.0
315,round-robin,27,-65112.0,434.0
316,round-robin,27,-15551.0,832.0
317,round-robin,27,-49482.0,308.0
318,round-robin,27,-73633.0,651.0
319,round-robin,27,-36307.0,477.0
320,round-robin,44,-169192.0,613.0
321,round-robin,44,-119267.0,649.0
322,round-robin,44,-123496.0,727.0
323,round-robin,44,-68415.0,1065.0
324,round-robin,44,-67753.0,1230.0
325,round-robin,56,-162881.0,457.0
326,round-robin,56,-98836.0,307.0
327,round-robin,56,-159664.0,606.0
328,round-robin,56,-83140.0,432.0
329,round-robin,56,-118011.0,543.0
330,round-robin,62,-92724.0,532.0
331,round-robin,62,-154762.0,779.0
332,round-robin,62,-112833.0,803.0
333,round-robin,62,-157510.0,409.0
334,round-robin,62,-92618.0,630.0
335,round-robin,65,-170076.0,660.0
336,round-robin,65,-158037.0,660.0
337,round-robin,65,-99183.0,755.0
338,round-robin,65,-84838.0,578.0
339,round-robin,65,-172887.0,407.0
340,round-robin,78,-199695.0,877.0
341,round-robin,78,-144798.0,1172.0
342,round-robin,78,-224869.0,605.0
343,round-robin,78,-209469.0,740.0
344,round-robin,78,-128788.0,1202.0
345,random-no-action,7,-865.0,131.0
346,random-no-action,7,-1543.0,31.0
347,random-no-action,7,-2514.0,80.0
348,random-no-action,7,-556.0,333.0
349,random-no-action,7,-11886.0,882.0
350,random-no-action,27,-64262.0,604.0
351,random-no-action,27,-43313.0,1468.0
352,random-no-action,27,-41084.0,853.0
353,random-no-action,27,-73509.0,1464.0
354,random-no-action,27,-82039.0,510.0
355,random-no-action,44,-166132.0,953.0
356,random-no-action,44,-90918.0,934.0
357,random-no-action,44,-92841.0,1512.0
358,random-no-action,44,-114982.0,873.0
359,random-no-action,44,-151542.0,1083.0
360,random-no-action,56,-157798.0,848.0
361,random-no-action,56,-102442.0,645.0
362,random-no-action,56,-150149.0,1629.0
363,random-no-action,56,-127580.0,1239.0
364,random-no-action,56,-80191.0,580.0
365,random-no-action,62,-85124.0,1007.0
366,random-no-action,62,-162352.0,701.0
367,random-no-action,62,-181361.0,523.0
368,random-no-action,62,-84853.0,1314.0
369,random-no-action,62,-201684.0,1001.0
370,random-no-action,65,-162828.0,1113.0
371,random-no-action,65,-149249.0,813.0
372,random-no-action,65,-133913.0,942.0
373,random-no-action,65,-165268.0,1116.0
374,random-no-action,65,-145093.0,1464.0
375,random-no-action,78,-194115.0,1187.0
376,random-no-action,78,-104177.0,2364.0
377,random-no-action,78,-140020.0,1496.0
378,random-no-action,78,-229384.0,1468.0
379,random-no-action,78,-147392.0,1156.0
380,random,7,-975.0,76.0
381,random,7,-10829.0,55.0
382,random,7,-6185.0,226.0
383,random,7,-2200.0,127.0
384,random,7,-17769.0,420.0
385,random,27,-65112.0,434.0
386,random,27,-15551.0,832.0
387,random,27,-49482.0,308.0
388,random,27,-73633.0,651.0
389,random,27,-36307.0,477.0
390,random,44,-169192.0,613.0
391,random,44,-119267.0,649.0
392,random,44,-123496.0,727.0
393,random,44,-68415.0,1065.0
394,random,44,-67753.0,1230.0
395,random,56,-162881.0,457.0
396,random,56,-98836.0,307.0
397,random,56,-159664.0,606.0
398,random,56,-83140.0,432.0
399,random,56,-118011.0,543.0
400,random,62,-92724.0,532.0
401,random,62,-154762.0,779.0
402,random,62,-112833.0,803.0
403,random,62,-157510.0,409.0
404,random,62,-92618.0,630.0
405,random,65,-170076.0,660.0
406,random,65,-158037.0,660.0
407,random,65,-99183.0,755.0
408,random,65,-84838.0,578.0
409,random,65,-172887.0,407.0
410,random,78,-199695.0,877.0
411,random,78,-144798.0,1172.0
412,random,78,-224869.0,605.0
413,random,78,-209469.0,740.0
414,random,78,-128788.0,1202.0
415,well-informed,7,-28054.0,69.0
416,well-informed,7,-4845.0,205.0
417,well-informed,7,-6995.0,341.0
418,well-informed,7,-10508.0,108.0
419,well-informed,7,-5712.0,99.0
420,well-informed,27,-34614.0,615.0
421,well-informed,27,-101927.0,177.0
422,well-informed,27,-33570.0,872.0
423,well-informed,27,-56149.0,437.0
424,well-informed,27,-66325.0,185.0
425,well-informed,44,-159076.0,537.0
426,well-informed,44,-142852.0,841.0
427,well-informed,44,-151590.0,801.0
428,well-informed,44,-141018.0,945.0
429,well-informed,44,-87376.0,575.0
430,well-informed,56,-152772.0,592.0
431,well-informed,56,-138580.0,371.0
432,well-informed,56,-92582.0,473.0
433,well-informed,56,-94014.0,241.0
434,well-informed,56,-80770.0,910.0
435,well-informed,62,-113537.0,223.0
436,well-informed,62,-147677.0,709.0
437,well-informed,62,-123876.0,514.0
438,well-informed,62,-129683.0,357.0
439,well-informed,62,-162122.0,447.0
440,well-informed,65,-141723.0,474.0
441,well-informed,65,-63665.0,474.0
442,well-informed,65,-121555.0,799.0
443,well-informed,65,-169500.0,487.0
444,well-informed,65,-109146.0,850.0
445,well-informed,78,-177614.0,1127.0
446,well-informed,78,-126973.0,999.0
447,well-informed,78,-201077.0,1241.0
448,well-informed,78,-147080.0,1002.0
449,well-informed,78,-237805.0,1219.0
450,informed,7,-28054.0,69.0
451,informed,7,-4845.0,205.0
452,informed,7,-6995.0,341.0
453,informed,7,-10508.0,108.0
454,informed,7,-5712.0,99.0
455,informed,27,-34614.0,615.0
456,informed,27,-101927.0,177.0
457,informed,27,-33570.0,872.0
458,informed,27,-56149.0,437.0
459,informed,27,-66325.0,185.0
460,informed,44,-159076.0,537.0
461,informed,44,-142852.0,841.0
462,informed,44,-151590.0,801.0
463,informed,44,-141018.0,945.0
464,informed,44,-87376.0,575.0
465,informed,56,-152772.0,592.0
466,informed,56,-138580.0,371.0
467,informed,56,-92582.0,473.0
468,informed,56,-94014.0,241.0
469,informed,56,-80770.0,910.0
470,informed,62,-113537.0,223.0
471,informed,62,-147677.0,709.0
472,informed,62,-123876.0,514.0
473,informed,62,-129683.0,357.0
474,informed,62,-162122.0,447.0
475,informed,65,-141723.0,474.0
476,informed,65,-63665.0,474.0
477,informed,65,-121555.0,799.0
478,informed,65,-169500.0,487.0
479,informed,65,-109146.0,850.0
480,informed,78,-177614.0,1127.0
481,informed,78,-126973.0,999.0
482,informed,78,-201077.0,1241.0
483,informed,78,-147080.0,1002.0
484,informed,78,-237805.0,1219.0
485,round-robin-no-action,7,-27926.0,133.0
486,round-robin-no-action,7,-5360.0,581.0
487,round-robin-no-action,7,-3280.0,59.0
488,round-robin-no-action,7,-11939.0,543.0
489,round-robin-no-action,7,-10849.0,41.0
490,round-robin-no-action,27,-32424.0,1053.0
491,round-robin-no-action,27,-38617.0,1540.0
492,round-robin-no-action,27,-48094.0,912.0
493,round-robin-no-action,27,-42562.0,673.0
494,round-robin-no-action,27,-65177.0,785.0
495,round-robin-no-action,44,-155854.0,895.0
496,round-robin-no-action,44,-77863.0,1515.0
497,round-robin-no-action,44,-105601.0,1305.0
498,round-robin-no-action,44,-64160.0,902.0
499,round-robin-no-action,44,-142799.0,528.0
500,round-robin-no-action,56,-145739.0,1133.0
501,round-robin-no-action,56,-45247.0,868.0
502,round-robin-no-action,56,-139320.0,728.0
503,round-robin-no-action,56,-83140.0,1215.0
504,round-robin-no-action,56,-116051.0,1051.0
505,round-robin-no-action,62,-110657.0,403.0
506,round-robin-no-action,62,-113607.0,1372.0
507,round-robin-no-action,62,-124627.0,1936.0
508,round-robin-no-action,62,-101552.0,552.0
509,round-robin-no-action,62,-93595.0,937.0
510,round-robin-no-action,65,-135115.0,887.0
511,round-robin-no-action,65,-152939.0,1050.0
512,round-robin-no-action,65,-143447.0,1818.0
513,round-robin-no-action,65,-164444.0,1030.0
514,round-robin-no-action,65,-150338.0,818.0
515,round-robin-no-action,78,-167822.0,1671.0
516,round-robin-no-action,78,-172059.0,792.0
517,round-robin-no-action,78,-115623.0,1977.0
518,round-robin-no-action,78,-272879.0,1336.0
519,round-robin-no-action,78,-180490.0,1125.0
520,round-robin,7,-28054.0,69.0
521,round-robin,7,-4845.0,205.0
522,round-robin,7,-6995.0,341.0
523,round-robin,7,-10508.0,108.0
524,round-robin,7,-5712.0,99.0
525,round-robin,27,-34614.0,615.0
526,round-robin,27,-101927.0,177.0
527,round-robin,27,-33570.0,872.0
528,round-robin,27,-56149.0,437.0
529,round-robin,27,-66325.0,185.0
530,round-robin,44,-159076.0,537.0
531,round-robin,44,-142852.0,841.0
532,round-robin,44,-151590.0,801.0
533,round-robin,44,-141018.0,945.0
534,round-robin,44,-87376.0,575.0
535,round-robin,56,-152772.0,592.0
536,round-robin,56,-138580.0,371.0
537,round-robin,56,-92582.0,473.0
538,round-robin,56,-94014.0,241.0
539,round-robin,56,-80770.0,910.0
540,round-robin,62,-113537.0,223.0
541,round-robin,62,-147677.0,709.0
542,round-robin,62,-123876.0,514.0
543,round-robin,62,-129683.0,357.0
544,round-robin,62,-162122.0,447.0
545,round-robin,65,-141723.0,474.0
546,round-robin,65,-63665.0,474.0
547,round-robin,65,-121555.0,799.0
548,round-robin,65,-169500.0,487.0
549,round-robin,65,-109146.0,850.0
550,round-robin,78,-177614.0,1127.0
551,round-robin,78,-126973.0,999.0
552,round-robin,78,-201077.0,1241.0
553,round-robin,78,-147080.0,1002.0
554,round-robin,78,-237805.0,1219.0
555,random-no-action,7,-27888.0,152.0
556,random-no-action,7,-7990.0,111.0
557,random-no-action,7,-16819.0,288.0
558,random-no-action,7,-4453.0,107.0
559,random-no-action,7,-2164.0,326.0
560,random-no-action,27,-32379.0,1062.0
561,random-no-action,27,-30912.0,1399.0
562,random-no-action,27,-87754.0,690.0
563,random-no-action,27,-66593.0,796.0
564,random-no-action,27,-117600.0,797.0
565,random-no-action,44,-155908.0,889.0
566,random-no-action,44,-119294.0,1587.0
567,random-no-action,44,-64801.0,1879.0
568,random-no-action,44,-75568.0,892.0
569,random-no-action,44,-59897.0,1685.0
570,random-no-action,56,-145375.0,1161.0
571,random-no-action,56,-101374.0,853.0
572,random-no-action,56,-130804.0,1116.0
573,random-no-action,56,-91423.0,1090.0
574,random-no-action,56,-228507.0,1172.0
575,random-no-action,62,-110321.0,424.0
576,random-no-action,62,-65108.0,1726.0
577,random-no-action,62,-130629.0,522.0
578,random-no-action,62,-96940.0,961.0
579,random-no-action,62,-56765.0,2062.0
580,random-no-action,65,-135051.0,891.0
581,random-no-action,65,-84191.0,1305.0
582,random-no-action,65,-105803.0,799.0
583,random-no-action,65,-96432.0,746.0
584,random-no-action,65,-73216.0,784.0
585,random-no-action,78,-167642.0,1681.0
586,random-no-action,78,-197816.0,1309.0
587,random-no-action,78,-163359.0,1075.0
588,random-no-action,78,-185414.0,1299.0
589,random-no-action,78,-213797.0,2066.0
590,random,7,-28054.0,69.0
591,random,7,-4845.0,205.0
592,random,7,-6995.0,341.0
593,random,7,-10508.0,108.0
594,random,7,-5712.0,99.0
595,random,27,-34614.0,615.0
596,random,27,-101927.0,177.0
597,random,27,-33570.0,872.0
598,random,27,-56149.0,437.0
599,random,27,-66325.0,185.0
600,random,44,-159076.0,537.0
601,random,44,-142852.0,841.0
602,random,44,-151590.0,801.0
603,random,44,-141018.0,945.0
604,random,44,-87376.0,575.0
605,random,56,-152772.0,592.0
606,random,56,-138580.0,371.0
607,random,56,-92582.0,473.0
608,random,56,-94014.0,241.0
609,random,56,-80770.0,910.0
610,random,62,-113537.0,223.0
611,random,62,-147677.0,709.0
612,random,62,-123876.0,514.0
613,random,62,-129683.0,357.0
614,random,62,-162122.0,447.0
615,random,65,-141723.0,474.0
616,random,65,-63665.0,474.0
617,random,65,-121555.0,799.0
618,random,65,-169500.0,487.0
619,random,65,-109146.0,850.0
620,random,78,-177614.0,1127.0
621,random,78,-126973.0,999.0
622,random,78,-201077.0,1241.0
623,random,78,-147080.0,1002.0
624,random,78,-237805.0,1219.0
625,well-informed,7,-4804.0,98.0
626,well-informed,7,-22378.0,32.0
627,well-informed,7,-1021.0,40.0
628,well-informed,7,-12888.0,71.0
629,well-informed,7,-385.0,50.0
630,well-informed,27,-65513.0,388.0
631,well-informed,27,-95604.0,438.0
632,well-informed,27,-68931.0,332.0
633,well-informed,27,-55058.0,301.0
634,well-informed,27,-35646.0,258.0
635,well-informed,44,-99851.0,832.0
636,well-informed,44,-65237.0,993.0
637,well-informed,44,-126980.0,986.0
638,well-informed,44,-84029.0,708.0
639,well-informed,44,-120134.0,782.0
640,well-informed,56,-107154.0,449.0
641,well-informed,56,-124590.0,419.0
642,well-informed,56,-191826.0,392.0
643,well-informed,56,-173078.0,600.0
644,well-informed,56,-179381.0,418.0
645,well-informed,62,-121946.0,843.0
646,well-informed,62,-140193.0,303.0
647,well-informed,62,-105623.0,629.0
648,well-informed,62,-162652.0,627.0
649,well-informed,62,-125966.0,773.0
650,well-informed,65,-130718.0,548.0
651,well-informed,65,-63774.0,496.0
652,well-informed,65,-165840.0,338.0
653,well-informed,65,-130803.0,536.0
654,well-informed,65,-142800.0,531.0
655,well-informed,78,-196199.0,621.0
656,well-informed,78,-108347.0,1079.0
657,well-informed,78,-140372.0,741.0
658,well-informed,78,-113075.0,1381.0
659,well-informed,78,-128280.0,890.0
660,informed,7,-4804.0,98.0
661,informed,7,-22378.0,32.0
662,informed,7,-1021.0,40.0
663,informed,7,-12888.0,71.0
664,informed,7,-385.0,50.0
665,informed,27,-65513.0,388.0
666,informed,27,-95604.0,438.0
667,informed,27,-68931.0,332.0
668,informed,27,-55058.0,301.0
669,informed,27,-35646.0,258.0
670,informed,44,-99851.0,832.0
671,informed,44,-65237.0,993.0
672,informed,44,-126980.0,986.0
673,informed,44,-84029.0,708.0
674,informed,44,-120134.0,782.0
675,informed,56,-107154.0,449.0
676,informed,56,-124590.0,419.0
677,informed,56,-191826.0,392.0
678,informed,56,-173078.0,600.0
679,informed,56,-179381.0,418.0
680,informed,62,-121946.0,843.0
681,informed,62,-140193.0,303.0
682,informed,62,-105623.0,629.0
683,informed,62,-162652.0,627.0
684,informed,62,-125966.0,773.0
685,informed,65,-130718.0,548.0
686,informed,65,-63774.0,496.0
687,informed,65,-165840.0,338.0
688,informed,65,-130803.0,536.0
689,informed,65,-142800.0,531.0
690,informed,78,-196199.0,621.0
691,informed,78,-108347.0,1079.0
692,informed,78,-140372.0,741.0
693,informed,78,-113075.0,1381.0
694,informed,78,-128280.0,890.0
695,round-robin-no-action,7,-4618.0,191.0
696,round-robin-no-action,7,-12110.0,127.0
697,round-robin-no-action,7,-9178.0,91.0
698,round-robin-no-action,7,-872.0,545.0
699,round-robin-no-action,7,-1346.0,683.0
700,round-robin-no-action,27,-63853.0,720.0
701,round-robin-no-action,27,-125611.0,1058.0
702,round-robin-no-action,27,-83319.0,1312.0
703,round-robin-no-action,27,-69968.0,456.0
704,round-robin-no-action,27,-73868.0,804.0
705,round-robin-no-action,44,-94811.0,1392.0
706,round-robin-no-action,44,-113790.0,786.0
707,round-robin-no-action,44,-127807.0,1662.0
708,round-robin-no-action,44,-203172.0,1168.0
709,round-robin-no-action,44,-164579.0,1676.0
710,round-robin-no-action,56,-101811.0,860.0
711,round-robin-no-action,56,-98745.0,769.0
712,round-robin-no-action,56,-116087.0,719.0
713,round-robin-no-action,56,-87721.0,604.0
714,round-robin-no-action,56,-80785.0,1274.0
715,round-robin-no-action,62,-109130.0,1644.0
716,round-robin-no-action,62,-140997.0,730.0
717,round-robin-no-action,62,-108531.0,2437.0
718,round-robin-no-action,62,-100533.0,1304.0
719,round-robin-no-action,62,-169000.0,1351.0
720,round-robin-no-action,65,-123150.0,1021.0
721,round-robin-no-action,65,-96628.0,1426.0
722,round-robin-no-action,65,-155655.0,754.0
723,round-robin-no-action,65,-115538.0,1404.0
