,Attacker,Graph size,Returns,Episode lengths
512,round-robin,62,-175901.0,789.0
513,round-robin,62,-124702.0,366.0
514,round-robin,62,-142833.0,678.0
515,round-robin,65,-101866.0,663.0
516,round-robin,65,-129602.0,507.0
517,round-robin,65,-107742.0,647.0
518,round-robin,65,-137556.0,681.0
519,round-robin,65,-73799.0,478.0
520,round-robin,78,-61377.0,1514.0
521,round-robin,78,-187909.0,572.0
522,round-robin,78,-190976.0,1257.0
523,round-robin,78,-113228.0,1196.0
524,round-robin,78,-140485.0,900.0
525,random,7,-22387.0,99.0
526,random,7,-30.0,75.0
527,random,7,-1721.0,80.0
528,random,7,-598.0,123.0
529,random,7,-475.0,327.0
530,random,27,-30244.0,601.0
531,random,27,-101233.0,213.0
532,random,27,-78818.0,456.0
533,random,27,-125226.0,414.0
534,random,27,-113953.0,388.0
535,random,44,-120035.0,1063.0
536,random,44,-104707.0,869.0
537,random,44,-125447.0,1306.0
538,random,44,-120640.0,757.0
539,random,44,-96378.0,609.0
540,random,56,-110579.0,630.0
541,random,56,-59337.0,678.0
542,random,56,-159750.0,377.0
543,random,56,-140238.0,386.0
544,random,56,-98561.0,659.0
545,random,62,-115234.0,603.0
546,random,62,-82323.0,409.0
547,random,62,-175901.0,789.0
548,random,62,-124702.0,366.0
549,random,62,-142833.0,678.0
550,random,65,-101866.0,663.0
551,random,65,-129602.0,507.0
552,random,65,-107742.0,647.0
553,random,65,-137556.0,681.0
554,random,65,-73799.0,478.0
555,random,78,-61377.0,1514.0
556,random,78,-187909.0,572.0
557,random,78,-190976.0,1257.0
558,random,78,-113228.0,1196.0
559,random,78,-140485.0,900.0
560,well-informed,7,-3901.0,489.0
561,well-informed,7,-10359.0,267.0
562,well-informed,7,-4477.0,98.0
563,well-informed,7,-5585.0,10.0
564,well-informed,7,-6401.0,57.0
565,well-informed,27,-52057.0,724.0
566,well-informed,27,-75397.0,626.0
567,well-informed,27,-58899.0,827.0
568,well-informed,27,-71862.0,370.0
569,well-informed,27,-62295.0,322.0
570,well-informed,44,-78247.0,517.0
571,well-informed,44,-86334.0,816.0
572,well-informed,44,-214275.0,766.0
573,well-informed,44,-41876.0,714.0
574,well-informed,44,-123419.0,788.0
575,well-informed,56,-90843.0,606.0
576,well-informed,56,-123632.0,500.0
577,well-informed,56,-145414.0,337.0
578,well-informed,56,-83813.0,486.0
579,well-informed,56,-88337.0,388.0
580,well-informed,62,-73085.0,454.0
581,well-informed,62,-150703.0,423.0
582,well-informed,62,-115702.0,882.0
583,well-informed,62,-209511.0,945.0
584,well-informed,62,-148667.0,483.0
585,well-informed,65,-150712.0,689.0
586,well-informed,65,-132819.0,766.0
587,well-informed,65,-126313.0,1026.0
588,well-informed,65,-136583.0,594.0
589,well-informed,65,-94867.0,588.0
590,well-informed,78,-141068.0,897.0
591,well-informed,78,-92492.0,1174.0
592,well-informed,78,-79474.0,607.0
593,well-informed,78,-150610.0,1004.0
594,well-informed,78,-155006.0,676.0
595,informed,7,-3901.0,489.0
596,informed,7,-10359.0,267.0
597,informed,7,-4477.0,98.0
598,informed,7,-5585.0,10.0
599,informed,7,-6401.0,57.0
600,informed,27,-52057.0,724.0
601,informed,27,-75397.0,626.0
602,informed,27,-58899.0,827.0
603,informed,27,-71862.0,370.0
604,informed,27,-62295.0,322.0
605,informed,44,-78247.0,517.0
606,informed,44,-86334.0,816.0
607,informed,44,-214275.0,766.0
608,informed,44,-41876.0,714.0
609,informed,44,-123419.0,788.0
610,informed,56,-90843.0,606.0
611,informed,56,-123632.0,500.0
612,informed,56,-145414.0,337.0
613,informed,56,-83813.0,486.0
614,informed,56,-88337.0,388.0
615,informed,62,-73085.0,454.0
616,informed,62,-150703.0,423.0
617,informed,62,-115702.0,882.0
618,informed,62,-209511.0,945.0
619,informed,62,-148667.0,483.0
620,informed,65,-150712.0,689.0
621,informed,65,-132819.0,766.0
622,informed,65,-126313.0,1026.0
623,informed,65,-136583.0,594.0
624,informed,65,-94867.0,588.0
625,informed,78,-141068.0,897.0
626,informed,78,-92492.0,1174.0
627,informed,78,-79474.0,607.0
628,informed,78,-150610.0,1004.0
629,informed,78,-155006.0,676.0
630,round-robin,7,-3901.0,489.0
631,round-robin,7,-10359.0,267.0
632,round-robin,7,-4477.0,98.0
633,round-robin,7,-5585.0,10.0
634,round-robin,7,-6401.0,57.0
635,round-robin,27,-52057.0,724.0
636,round-robin,27,-75397.0,626.0
637,round-robin,27,-58899.0,827.0
638,round-robin,27,-71862.0,370.0
639,round-robin,27,-62295.0,322.0
640,round-robin,44,-78247.0,517.0
641,round-robin,44,-86334.0,816.0
642,round-robin,44,-214275.0,766.0
643,round-robin,44,-41876.0,714.0
644,round-robin,44,-123419.0,788.0
645,round-robin,56,-90843.0,606.0
646,round-robin,56,-123632.0,500.0
647,round-robin,56,-145414.0,337.0
648,round-robin,56,-83813.0,486.0
649,round-robin,56,-88337.0,388.0
650,round-robin,62,-73085.0,454.0
651,round-robin,62,-150703.0,423.0
652,round-robin,62,-115702.0,882.0
653,round-robin,62,-209511.0,945.0
654,round-robin,62,-148667.0,483.0
655,round-robin,65,-150712.0,689.0
656,round-robin,65,-132819.0,766.0
657,round-robin,65,-126313.0,1026.0
658,round-robin,65,-136583.0,594.0
659,round-robin,65,-94867.0,588.0
660,round-robin,78,-141068.0,897.0
661,round-robin,78,-92492.0,1174.0
662,round-robin,78,-79474.0,607.0
663,round-robin,78,-150610.0,1004.0
664,round-robin,78,-155006.0,676.0
665,random,7,-3901.0,489.0
666,random,7,-10359.0,267.0
667,random,7,-4477.0,98.0
668,random,7,-5585.0,10.0
669,random,7,-6401.0,57.0
670,random,27,-52057.0,724.0
671,random,27,-75397.0,626.0
672,random,27,-58899.0,827.0
673,random,27,-71862.0,370.0
674,random,27,-62295.0,322.0
675,random,44,-78247.0,517.0
676,random,44,-86334.0,816.0
677,random,44,-214275.0,766.0
678,random,44,-41876.0,714.0
679,random,44,-123419.0,788.0
680,random,56,-90843.0,606.0
681,random,56,-123632.0,500.0
682,random,56,-145414.0,337.0
683,random,56,-83813.0,486.0
684,random,56,-88337.0,388.0
685,random,62,-73085.0,454.0
686,random,62,-150703.0,423.0
687,random,62,-115702.0,882.0
688,random,62,-209511.0,945.0
689,random,62,-148667.0,483.0
690,random,65,-150712.0,689.0
691,random,65,-132819.0,766.0
692,random,65,-126313.0,1026.0
693,random,65,-136583.0,594.0
694,random,65,-94867.0,588.0
695,random,78,-141068.0,897.0
696,random,78,-92492.0,1174.0
697,random,78,-79474.0,607.0
698,random,78,-150610.0,1004.0
699,random,78,-155006.0,676.0
700,well-informed,7,-578.0,47.0
701,well-informed,7,-10308.0,113.0
702,well-informed,7,-10547.0,22.0
703,well-informed,7,-14119.0,32.0
704,well-informed,7,-4784.0,248.0
705,well-informed,27,-39205.0,301.0
706,well-informed,27,-96988.0,621.0
707,well-informed,27,-52476.0,342.0
708,well-informed,27,-24188.0,357.0
709,well-informed,27,-88884.0,614.0
710,well-informed,44,-94781.0,756.0
711,well-informed,44,-113670.0,1052.0
712,well-informed,44,-56289.0,720.0
713,well-informed,44,-129567.0,958.0
714,well-informed,44,-85157.0,1054.0
715,well-informed,56,-96394.0,296.0
716,well-informed,56,-93615.0,535.0
717,well-informed,56,-145537.0,666.0
718,well-informed,56,-129528.0,306.0
719,well-informed,56,-56718.0,379.0
720,well-informed,62,-115001.0,391.0
721,well-informed,62,-104417.0,350.0
722,well-informed,62,-132588.0,587.0
723,well-informed,62,-98066.0,926.0
724,well-informed,62,-125890.0,641.0
725,well-informed,65,-167855.0,624.0
726,well-informed,65,-100725.0,443.0
727,well-informed,65,-125771.0,629.0
728,well-informed,65,-144864.0,633.0
729,well-informed,65,-125080.0,483.0
730,well-informed,78,-88492.0,793.0
731,well-informed,78,-192139.0,876.0
732,well-informed,78,-210408.0,824.0
733,well-informed,78,-263377.0,655.0
734,well-informed,78,-151622.0,1019.0
735,informed,7,-578.0,47.0
736,informed,7,-10308.0,113.0
737,informed,7,-10547.0,22.0
738,informed,7,-14119.0,32.0
739,informed,7,-4784.0,248.0
740,informed,27,-39205.0,301.0
741,informed,27,-96988.0,621.0
742,informed,27,-52476.0,342.0
743,informed,27,-24188.0,357.0
744,informed,27,-88884.0,614.0
745,informed,44,-94781.0,756.0
746,informed,44,-113670.0,1052.0
747,informed,44,-56289.0,720.0
748,informed,44,-129567.0,958.0
749,informed,44,-85157.0,1054.0
750,informed,56,-96394.0,296.0
751,informed,56,-93615.0,535.0
752,informed,56,-145537.0,666.0
753,informed,56,-129528.0,306.0
754,informed,56,-56718.0,379.0
755,informed,62,-115001.0,391.0
756,informed,62,-104417.0,350.0
757,informed,62,-132588.0,587.0
758,informed,62,-98066.0,926.0
759,informed,62,-125890.0,641.0
760,informed,65,-167855.0,624.0
761,informed,65,-100725.0,443.0
762,informed,65,-125771.0,629.0
763,informed,65,-144864.0,633.0
764,informed,65,-125080.0,483.0
765,informed,78,-88492.0,793.0
766,informed,78,-192139.0,876.0
767,informed,78,-210408.0,824.0
768,informed,78,-263377.0,655.0
769,informed,78,-151622.0,1019.0
770,round-robin,7,-578.0,47.0
771,round-robin,7,-10308.0,113.0
772,round-robin,7,-10547.0,22.0
773,round-robin,7,-14119.0,32.0
774,round-robin,7,-4784.0,248.0
775,round-robin,27,-39205.0,301.0
776,round-robin,27,-96988.0,621.0
777,round-robin,27,-52476.0,342.0
778,round-robin,27,-24188.0,357.0
779,round-robin,27,-88884.0,614.0
780,round-robin,44,-94781.0,756.0
781,round-robin,44,-113670.0,1052.0
782,round-robin,44,-56289.0,720.0
783,round-robin,44,-129567.0,958.0
784,round-robin,44,-85157.0,1054.0
785,round-robin,56,-96394.0,296.0
786,round-robin,56,-93615.0,535.0
787,round-robin,56,-145537.0,666.0
788,round-robin,56,-129528.0,306.0
789,round-robin,56,-56718.0,379.0
790,round-robin,62,-115001.0,391.0
791,round-robin,62,-104417.0,350.0
792,round-robin,62,-132588.0,587.0
793,round-robin,62,-98066.0,926.0
794,round-robin,62,-125890.0,641.0
795,round-robin,65,-167855.0,624.0
796,round-robin,65,-100725.0,443.0
797,round-robin,65,-125771.0,629.0
798,round-robin,65,-144864.0,633.0
799,round-robin,65,-125080.0,483.0
800,round-robin,78,-88492.0,793.0
801,round-robin,78,-192139.0,876.0
802,round-robin,78,-210408.0,824.0
803,round-robin,78,-263377.0,655.0
804,round-robin,78,-151622.0,1019.0
805,random,7,-578.0,47.0
806,random,7,-10308.0,113.0
807,random,7,-10547.0,22.0
808,random,7,-14119.0,32.0
809,random,7,-4784.0,248.0
810,random,27,-39205.0,301.0
811,random,27,-96988.0,621.0
812,random,27,-52476.0,342.0
813,random,27,-24188.0,357.0
814,random,27,-88884.0,614.0
815,random,44,-94781.0,756.0
816,random,44,-113670.0,1052.0
817,random,44,-56289.0,720.0
818,random,44,-129567.0,958.0
819,random,44,-85157.0,1054.0
820,random,56,-96394.0,296.0
821,random,56,-93615.0,535.0
822,random,56,-145537.0,666.0
823,random,56,-129528.0,306.0
824,random,56,-56718.0,379.0
825,random,62,-115001.0,391.0
826,random,62,-104417.0,350.0
827,random,62,-132588.0,587.0
828,random,62,-98066.0,926.0
829,random,62,-125890.0,641.0
830,random,65,-167855.0,624.0
831,random,65,-100725.0,443.0
832,random,65,-125771.0,629.0
833,random,65,-144864.0,633.0
834,random,65,-125080.0,483.0
835,random,78,-88492.0,793.0
836,random,78,-192139.0,876.0
837,random,78,-210408.0,824.0
838,random,78,-263377.0,655.0
839,random,78,-151622.0,1019.0
840,well-informed,7,-5508.0,16.0
841,well-informed,7,-1929.0,110.0
842,well-informed,7,-1026.0,29.0
843,well-informed,7,-4516.0,47.0
844,well-informed,7,-13904.0,66.0
845,well-informed,27,-56548.0,409.0
846,well-informed,27,-55001.0,738.0
847,well-informed,27,-117314.0,186.0
848,well-informed,27,-95947.0,804.0
849,well-informed,27,-66919.0,895.0
850,well-informed,44,-97812.0,1273.0
851,well-informed,44,-47038.0,854.0
852,well-informed,44,-168678.0,1266.0
853,well-informed,44,-71045.0,819.0
854,well-informed,44,-66717.0,1543.0
855,well-informed,56,-177630.0,465.0
856,well-informed,56,-109914.0,377.0
857,well-informed,56,-149726.0,404.0
858,well-informed,56,-86900.0,416.0
859,well-informed,56,-62752.0,984.0
860,well-informed,62,-155652.0,675.0
861,well-informed,62,-141922.0,755.0
862,well-informed,62,-120893.0,451.0
863,well-informed,62,-175980.0,365.0
864,well-informed,62,-177359.0,384.0
865,well-informed,65,-143406.0,839.0
866,well-informed,65,-163964.0,948.0
867,well-informed,65,-100003.0,767.0
868,well-informed,65,-106525.0,484.0
869,well-informed,65,-179654.0,515.0
870,well-informed,78,-193733.0,1241.0
871,well-informed,78,-177732.0,903.0
872,well-informed,78,-82416.0,1033.0
873,well-informed,78,-217823.0,1356.0
874,well-informed,78,-90315.0,1603.0
875,informed,7,-5508.0,16.0
876,informed,7,-1929.0,110.0
877,informed,7,-1026.0,29.0
878,informed,7,-4516.0,47.0
879,informed,7,-13904.0,66.0
880,informed,27,-56548.0,409.0
881,informed,27,-55001.0,738.0
882,informed,27,-117314.0,186.0
883,informed,27,-95947.0,804.0
884,informed,27,-66919.0,895.0
885,informed,44,-97812.0,1273.0
886,informed,44,-47038.0,854.0
887,informed,44,-168678.0,1266.0
888,informed,44,-71045.0,819.0
889,informed,44,-66717.0,1543.0
890,informed,56,-177630.0,465.0
891,informed,56,-109914.0,377.0
892,informed,56,-149726.0,404.0
893,informed,56,-86900.0,416.0
894,informed,56,-62752.0,984.0
895,informed,62,-155652.0,675.0
896,informed,62,-141922.0,755.0
897,informed,62,-120893.0,451.0
898,informed,62,-175980.0,365.0
899,informed,62,-177359.0,384.0
900,informed,65,-143406.0,839.0
901,informed,65,-163964.0,948.0
902,informed,65,-100003.0,767.0
903,informed,65,-106525.0,484.0
904,informed,65,-179654.0,515.0
905,informed,78,-193733.0,1241.0
906,informed,78,-177732.0,903.0
907,informed,78,-82416.0,1033.0
908,informed,78,-217823.0,1356.0
909,informed,78,-90315.0,1603.0
910,round-robin,7,-5508.0,16.0
911,round-robin,7,-1929.0,110.0
912,round-robin,7,-1026.0,29.0
913,round-robin,7,-4516.0,47.0
914,round-robin,7,-13904.0,66.0
915,round-robin,27,-56548.0,409.0
916,round-robin,27,-55001.0,738.0
917,round-robin,27,-117314.0,186.0
918,round-robin,27,-95947.0,804.0
919,round-robin,27,-66919.0,895.0
920,round-robin,44,-97812.0,1273.0
921,round-robin,44,-47038.0,854.0
922,round-robin,44,-168678.0,1266.0
923,round-robin,44,-71045.0,819.0
924,round-robin,44,-66717.0,1543.0
925,round-robin,56,-177630.0,465.0
926,round-robin,56,-109914.0,377.0
927,round-robin,56,-149726.0,404.0
928,round-robin,56,-86900.0,416.0
929,round-robin,56,-62752.0,984.0
930,round-robin,62,-155652.0,675.0
931,round-robin,62,-141922.0,755.0
932,round-robin,62,-120893.0,451.0
933,round-robin,62,-175980.0,365.0
934,round-robin,62,-177359.0,384.0
935,round-robin,65,-143406.0,839.0
936,round-robin,65,-163964.0,948.0
937,round-robin,65,-100003.0,767.0
938,round-robin,65,-106525.0,484.0
939,round-robin,65,-179654.0,515.0
940,round-robin,78,-193733.0,1241.0
941,round-robin,78,-177732.0,903.0
942,round-robin,78,-82416.0,1033.0
943,round-robin,78,-217823.0,1356.0
944,round-robin,78,-90315.0,1603.0
945,random,7,-5508.0,16.0
946,random,7,-1929.0,110.0
947,random,7,-1026.0,29.0
948,random,7,-4516.0,47.0
949,random,7,-13904.0,66.0
950,random,27,-56548.0,409.0
951,random,27,-55001.0,738.0
952,random,27,-117314.0,186.0
953,random,27,-95947.0,804.0
954,random,27,-66919.0,895.0
955,random,44,-97812.0,1273.0
956,random,44,-47038.0,854.0
957,random,44,-168678.0,1266.0
958,random,44,-71045.0,819.0
959,random,44,-66717.0,1543.0
960,random,56,-177630.0,465.0
961,random,56,-109914.0,377.0
962,random,56,-149726.0,404.0
963,random,56,-86900.0,416.0
964,random,56,-62752.0,984.0
965,random,62,-155652.0,675.0
966,random,62,-141922.0,755.0
967,random,62,-120893.0,451.0
968,random,62,-175980.0,365.0
969,random,62,-177359.0,384.0
970,random,65,-143406.0,839.0
971,random,65,-163964.0,948.0
972,random,65,-100003.0,767.0
973,random,65,-106525.0,484.0
974,random,65,-179654.0,515.0
975,random,78,-193733.0,1241.0
976,random,78,-177732.0,903.0
977,random,78,-82416.0,1033.0
978,random,78,-217823.0,1356.0
979,random,78,-90315.0,1603.0
980,well-informed,7,-417.0,39.0
981,well-informed,7,-8492.0,92.0
982,well-informed,7,-14886.0,89.0
983,well-informed,7,-6622.0,13.0
984,well-informed,7,-11887.0,168.0
985,well-informed,27,-80541.0,332.0
986,well-informed,27,-35177.0,507.0
987,well-informed,27,-75894.0,771.0
988,well-informed,27,-116877.0,631.0
989,well-informed,27,-82291.0,485.0
990,well-informed,44,-86364.0,1247.0
991,well-informed,44,-38531.0,1367.0
992,well-informed,44,-109808.0,882.0
993,well-informed,44,-163586.0,1202.0
994,well-informed,44,-97718.0,736.0
995,well-informed,56,-142498.0,404.0
996,well-informed,56,-86405.0,343.0
997,well-informed,56,-115566.0,550.0
998,well-informed,56,-135326.0,692.0
999,well-informed,56,-141534.0,331.0
1000,well-informed,62,-203569.0,522.0
1001,well-informed,62,-151199.0,484.0
1002,well-informed,62,-145956.0,608.0
1003,well-informed,62,-170682.0,538.0
1004,well-informed,62,-114653.0,396.0
1005,well-informed,65,-182639.0,484.0
1006,well-informed,65,-89657.0,1123.0
1007,well-informed,65,-123117.0,600.0
1008,well-informed,65,-140038.0,679.0
1009,well-informed,65,-67170.0,542.0
1010,well-informed,78,-227428.0,719.0
1011,well-informed,78,-104076.0,1053.0
1012,well-informed,78,-115227.0,659.0
1013,well-informed,78,-106138.0,643.0
1014,well-informed,78,-174870.0,730.0
1015,informed,7,-417.0,39.0
1016,informed,7,-8492.0,92.0
1017,informed,7,-14886.0,89.0
1018,informed,7,-6622.0,13.0
1019,informed,7,-11887.0,168.0
1020,informed,27,-80541.0,332.0
1021,informed,27,-35177.0,507.0
1022,informed,27,-75894.0,771.0
1023,informed,27,-116877.0,631.0
1024,informed,27,-82291.0,485.0
1025,informed,44,-86364.0,1247.0
1026,informed,44,-38531.0,1367.0
1027,informed,44,-109808.0,882.0
1028,informed,44,-163586.0,1202.0
1029,informed,44,-97718.0,736.0
1030,informed,56,-142498.0,404.0
1031,informed,56,-86405.0,343.0
1032,informed,56,-115566.0,550.0
1033,informed,56,-135326.0,692.0
1034,informed,56,-141534.0,331.0
1035,informed,62,-203569.0,522.0
1036,informed,62,-151199.0,484.0
1037,informed,62,-145956.0,608.0
1038,informed,62,-170682.0,538.0
1039,informed,62,-114653.0,396.0
1040,informed,65,-182639.0,484.0
1041,informed,65,-89657.0,1123.0
1042,informed,65,-123117.0,600.0
1043,informed,65,-140038.0,679.0
1044,informed,65,-67170.0,542.0
1045,informed,78,-227428.0,719.0
1046,informed,78,-104076.0,1053.0
1047,informed,78,-115227.0,659.0
1048,informed,78,-106138.0,643.0
1049,informed,78,-174870.0,730.0
1050,round-robin,7,-417.0,39.0
1051,round-robin,7,-8492.0,92.0
1052,round-robin,7,-14886.0,89.0
1053,round-robin,7,-6622.0,13.0
1054,round-robin,7,-11887.0,168.0
1055,round-robin,27,-80541.0,332.0
1056,round-robin,27,-35177.0,507.0
1057,round-robin,27,-75894.0,771.0
1058,round-robin,27,-116877.0,631.0
1059,round-robin,27,-82291.0,485.0
1060,round-robin,44,-86364.0,1247.0
1061,round-robin,44,-38531.0,1367.0
1062,round-robin,44,-109808.0,882.0
1063,round-robin,44,-163586.0,1202.0
1064,round-robin,44,-97718.0,736.0
1065,round-robin,56,-142498.0,404.0
1066,round-robin,56,-86405.0,343.0
1067,round-robin,56,-115566.0,550.0
1068,round-robin,56,-135326.0,692.0
1069,round-robin,56,-141534.0,331.0
1070,round-robin,62,-203569.0,522.0
1071,round-robin,62,-151199.0,484.0
1072,round-robin,62,-145956.0,608.0
1073,round-robin,62,-170682.0,538.0
1074,round-robin,62,-114653.0,396.0
1075,round-robin,65,-182639.0,484.0
1076,round-robin,65,-89657.0,1123.0
1077,round-robin,65,-123117.0,600.0
1078,round-robin,65,-140038.0,679.0
1079,round-robin,65,-67170.0,542.0
1080,round-robin,78,-227428.0,719.0
1081,round-robin,78,-104076.0,1053.0
1082,round-robin,78,-115227.0,659.0
1083,round-robin,78,-106138.0,643.0
1084,round-robin,78,-174870.0,730.0
1085,random,7,-417.0,39.0
1086,random,7,-8492.0,92.0
1087,random,7,-14886.0,89.0
1088,random,7,-6622.0,13.0
1089,random,7,-11887.0,168.0
1090,random,27,-80541.0,332.0
1091,random,27,-35177.0,507.0
1092,random,27,-75894.0,771.0
1093,random,27,-116877.0,631.0
1094,random,27,-82291.0,485.0
1095,random,44,-86364.0,1247.0
1096,random,44,-38531.0,1367.0
1097,random,44,-109808.0,882.0
1098,random,44,-163586.0,1202.0
1099,random,44,-97718.0,736.0
1100,random,56,-142498.0,404.0
1101,random,56,-86405.0,343.0
1102,random,56,-115566.0,550.0
1103,random,56,-135326.0,692.0
1104,random,56,-141534.0,331.0
1105,random,62,-203569.0,522.0
1106,random,62,-151199.0,484.0
1107,random,62,-145956.0,608.0
1108,random,62,-170682.0,538.0
1109,random,62,-114653.0,396.0
1110,random,65,-182639.0,484.0
1111,random,65,-89657.0,1123.0
1112,random,65,-123117.0,600.0
1113,random,65,-140038.0,679.0
1114,random,65,-67170.0,542.0
1115,random,78,-227428.0,719.0
1116,random,78,-104076.0,1053.0
1117,random,78,-115227.0,659.0
1118,random,78,-106138.0,643.0
1119,random,78,-174870.0,730.0
1120,well-informed,7,-377.0,107.0
1121,well-informed,7,-41715.0,12.0
1122,well-informed,7,-6759.0,74.0
1123,well-informed,7,-95.0,108.0
1124,well-informed,7,-2049.0,33.0
1125,well-informed,27,-88831.0,344.0
1126,well-informed,27,-43461.0,1032.0
1127,well-informed,27,-57808.0,436.0
1128,well-informed,27,-91232.0,489.0
1129,well-informed,27,-130856.0,754.0
1130,well-informed,44,-99699.0,819.0
1131,well-informed,44,-76753.0,968.0
1132,well-informed,44,-71546.0,827.0
1133,well-informed,44,-81404.0,465.0
1134,well-informed,44,-152159.0,1332.0
1135,well-informed,56,-185601.0,299.0
1136,well-informed,56,-111753.0,585.0
1137,well-informed,56,-84253.0,603.0
1138,well-informed,56,-147034.0,392.0
1139,well-informed,56,-97288.0,487.0
1140,well-informed,62,-110779.0,808.0
1141,well-informed,62,-121889.0,426.0
1142,well-informed,62,-172001.0,472.0
1143,well-informed,62,-158675.0,737.0
1144,well-informed,62,-82816.0,476.0
1145,well-informed,65,-95702.0,617.0
1146,well-informed,65,-145659.0,745.0
1147,well-informed,65,-155607.0,616.0
1148,well-informed,65,-90112.0,473.0
1149,well-informed,65,-125445.0,837.0
1150,well-informed,78,-162904.0,872.0
1151,well-informed,78,-192998.0,814.0
1152,well-informed,78,-128626.0,1615.0
1153,well-informed,78,-175836.0,720.0
1154,well-informed,78,-123659.0,1634.0
1155,informed,7,-377.0,107.0
1156,informed,7,-41715.0,12.0
1157,informed,7,-6759.0,74.0
1158,informed,7,-95.0,108.0
1159,informed,7,-2049.0,33.0
1160,informed,27,-88831.0,344.0
1161,informed,27,-43461.0,1032.0
1162,informed,27,-57808.0,436.0
1163,informed,27,-91232.0,489.0
1164,informed,27,-130856.0,754.0
1165,informed,44,-99699.0,819.0
1166,informed,44,-76753.0,968.0
1167,informed,44,-71546.0,827.0
1168,informed,44,-81404.0,465.0
1169,informed,44,-152159.0,1332.0
1170,informed,56,-185601.0,299.0
1171,informed,56,-111753.0,585.0
1172,informed,56,-84253.0,603.0
1173,informed,56,-147034.0,392.0
